,id,data_type,status,created_at,official,official_updated_at,external_ids,provider,feed_name,note,feed_contact_email,redirects,entity_types,feed_references,locations,source_info.producer_url,source_info.authentication_type,source_info.authentication_info_url,source_info.api_key_parameter_name,source_info.license_url
287,mdb-1710,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1710', 'source': 'mdb'}]",TriMet,,,,[],['vp'],['mdb-247'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Clackamas County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Multnomah County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Washington County'}]",http://developer.trimet.org/ws/V1/VehiclePositions,1,https://developer.trimet.org/GTFS.shtml,AppID,http://developer.trimet.org/terms_of_use.shtml
292,mdb-1597,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1597', 'source': 'mdb'}]","Jyväskylän Liikenne Oy, Koivuranta Oy, Uuraisten Liikenne Ky, Savo-Karjalan Linja Oy, Linja-Karjala Oy, Oulun taksipalvelut Oy, Oubus Oy, Suorsan Liikenne Ky, Koskilinjat Oy, Oy Pohjolan liikenne Ab, Kuopion Liikenne Oy, Autolinjat Oy, ML-Charter Oy, Etelä-Suomen Linjaliikenne Oy, Linjaliikenne Martti Laurila Oy, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Elimäen Liikenne Oy, Anjalankosken Linja Oy, Savonlinja Oy, Liikenne M. Heikura Oy, Jääskeläisen Auto Oy, Kilpailutus käynnissä, TILAUSAJOT MENNÄÄN BUSSILLA OY, Revon Turistiliikenne Oy, Matkamestarit Oy, R-Kioski, A. Valppu Oy, Invataksi Niemi Oy, Oy Wiik & Ström Ab, Oravaisten Liikenne Oy, Vaasan Paikallisliikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Järvisen Liikenne Oy, Niemisen Linjat Oy, Bus Travel Oy Reissu Ruoti, Taksi- ja linja-autoliikenne Timo Lahtinen, SL-Autoyhtymä Oy, Linja-autoliike E Ahonen Ky, Lehdon Liikenne Oy, HämeBus Oy, Tuuri Jaakko Juhani, Pekolan Liikenne Oy, Mikkolan Liikenne Oy, Vekka Liikenne Oy, Inter Kuljetus Oy, Valkeakosken Liikenne Oy, Matkahuolto Oy, ELY, Ventoniemi Oy, Yhdysliikenne Oy, MIKA K. NISKANEN OY, Kantamatkat, LINJA-AUTOLIIKE YRJÖ MAKKONEN & KUMPP, SOISALON LIIKENNE OY, Pohjolan Matka, HENKILÖKULJETUS RISSANEN OY, V.Alamäki Oy, Kai Heikkinen Oy, Savo Kainuun Tilausmatkat Ky, Kajaanin Tila-autot Oy, A Kyllönen Oy, Puolangan Bussipalvelu Ky, Kainuun Tilausliikenne P. Jääskeläinen Ky, Matka-Kyllönen Oy, Jyrkilä Oy, Liikenne Vuorela Oy, Pyhtään Kuljetuspalvelut Oy, Erkki Itkonen Oy, Ihastjärven Linja Oy, Tilausliikenne Himanen, Mikkelin Palvelutaksit Oy, Tuplataxi, Matka Mäkelä Oy, Tilausliikenne Hokkinen Ky, S. J. TOIVONEN OY, E. RANTANEN OY, Kuljetus Mikkonen KY, Linja-autoliike Veljekset Laitinen Oy, TILAUSLIIKENNE HÄNNINEN OY, JOUTSENON AUTO- JA KULJETUSPALVELU OY, TOIMI VENTO KY, NINA´S ERIKOISTAKSIPALVELUT OY, Tarkiainen Matti Olavi, Anssin Tilausliikenne Oy, Rautalammin Auto Oy, Oy Rytkönen & Co, SAIMAAN TURISTILIIKENNE OY, Studio Ticket Pusatec-DO-NOT-USE, Studio Ti",Jyväskylä,,,[],['vp'],['mdb-867'],"[{'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Jyväskylä'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Laukaa'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Toivakka'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Uurainen'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Muurame'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Hankasalmi'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Petäjävesi'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Äänekoski'}, {'country_code': 'FI', 'country': 'Finland', 'subdivision_name': 'Central Finland', 'municipality': 'Joutsa'}]",https://data.waltti.fi/jyvaskyla/api/gtfsrealtime/v1.0/feed/vehicleposition,2,https://opendata.waltti.fi/getting-started,,
297,mdb-1502,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1502', 'source': 'mdb'}]",Marble Valley Regional Transit District (MVRTD),,,,[],['vp'],['mdb-430'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Rutland County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Addison County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Bennington County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Windsor County'}]",https://api.goswift.ly/real-time/marble-valley/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
299,mdb-1362,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1362', 'source': 'mdb'}]",Exo Ville de Sainte-Julie,,,,[],['vp'],['mdb-753'],"[{'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Longueuil'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Mathieu-de-Beloeil'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Sainte-Julie'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Bruno-de-Montarville'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Beloeil'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Hyacinthe'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Brossard'}]",https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=OMITSJU,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
305,mdb-1552,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1552', 'source': 'mdb'}]",Sound Transit,,,,[],['vp'],['mdb-268'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Washington', 'municipality': 'King County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Washington', 'municipality': 'Snohomish County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Washington', 'municipality': 'Pierce County'}]",https://api.pugetsound.onebusaway.org/api/gtfs_realtime/vehicle-positions-for-agency/40.pb,1,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/otd-downloads,key,https://www.soundtransit.org/help-contacts/business-information/open-transit-data-otd/transit-data-terms-use
306,mdb-1761,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1761', 'source': 'mdb'}]",Benton Area Transportation,,,,[],['vp'],['mdb-126'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Benton County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Linn County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Oregon', 'municipality': 'Lincoln County'}]",https://api.goswift.ly/real-time/ocwcog-benton/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
311,mdb-1365,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1365', 'source': 'mdb'}]",Exo Chambly-Richelieu-Carignan,,,,[],['vp'],['mdb-750'],"[{'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Longueuil'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Bruno-de-Montarville'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Jean-sur-Richelieu'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Chambly'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Carignan'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Marieville'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Richelieu'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Mathias-sur-Richelieu'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Brossard'}]",https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=CITCRC,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
312,mdb-1675,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1675', 'source': 'mdb'}]",Seattle Children's Hospital Shuttle,,,,[],['vp'],['mdb-270'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Washington', 'municipality': 'King County'}]",https://api.goswift.ly/real-time/seattle-childrens/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
314,mdb-1685,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1685', 'source': 'mdb'}]",Kansas City Area Transportation Authority (KCATA),,,,[],['vp'],['mdb-187'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Kansas', 'municipality': 'Wyandotte County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Missouri', 'municipality': 'Platte County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Kansas', 'municipality': 'Johnson County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Missouri', 'municipality': 'Jackson County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Missouri', 'municipality': 'Clay County'}]",https://api.goswift.ly/real-time/kcata/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
316,mdb-1350,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1350', 'source': 'mdb'}]",Exo Roussillon,,,,[],['vp'],['mdb-747'],"[{'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Longueuil'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Montreal'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Brossard'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Delson'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Saint-Constant'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Sainte-Catherine'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Candiac'}]",https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=CITROUS,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
318,mdb-1724,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1724', 'source': 'mdb'}]",MOOver!,,,,[],['vp'],['mdb-434'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Windham County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Hampshire', 'municipality': 'Cheshire County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Windsor County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'New Hampshire', 'municipality': 'Grafton County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Vermont', 'municipality': 'Bennington County'}]",https://api.goswift.ly/real-time/moover/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
323,mdb-1491,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1491', 'source': 'mdb'}]",Lake Transit Authority,,,,[],['vp'],['mdb-68'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Lake County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Napa County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Mendocino County'}]",https://api.goswift.ly/real-time/lake-county/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
324,mdb-1523,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1523', 'source': 'mdb'}]",VINE Transit,,,,[],['vp'],['mdb-1288'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Napa County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Solano County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Contra Costa County'}]",https://api.goswift.ly/real-time/napa-valley/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
325,mdb-1344,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1344', 'source': 'mdb'}]",Exo Les Moulins,,,,[],['vp'],['mdb-754'],"[{'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Bois-des-Filion'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Sainte-Thérèse'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Terrebonne'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Laval'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Mascouche'}, {'country_code': 'CA', 'country': 'Canada', 'subdivision_name': 'Quebec', 'municipality': 'Montreal'}]",https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?agency=MRCLM,1,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,token,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
328,mdb-1486,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1486', 'source': 'mdb'}]",Redding Area Bus Authority,,,,[],['vp'],['mdb-1972'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Shasta County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Butte County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Tehama County'}]",https://api.goswift.ly/real-time/redding/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
336,mdb-1759,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1759', 'source': 'mdb'}]",Eastern Sierra Transit Authority,,,,[],['vp'],['mdb-25'],"[{'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Los Angeles County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Kern County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Inyo County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Mono County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Nevada', 'municipality': 'Douglas County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Nevada', 'municipality': 'Washoe County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'California', 'municipality': 'Madera County'}, {'country_code': 'US', 'country': 'United States', 'subdivision_name': 'Nevada', 'municipality': 'Carson City'}]",https://api.goswift.ly/real-time/esta/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
338,mdb-1375,gtfs_rt,active,2024-02-08T00:00:00Z,,,"[{'external_id': '1375', 'source': 'mdb'}]","SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,,[],['vp'],['mdb-1029'],"[{'country_code': 'NZ', 'country': 'New Zealand', 'subdivision_name': 'Auckland', 'municipality': 'Auckland'}, {'country_code': 'NZ', 'country': 'New Zealand', 'subdivision_name': 'Waikato', 'municipality': 'Hamilton City'}, {'country_code': 'NZ', 'country': 'New Zealand', 'subdivision_name': 'Waikato', 'municipality': 'Waikato District'}, {'country_code': 'NZ', 'country': 'New Zealand', 'subdivision_name': 'Waikato', 'municipality': 'Thames-Coromandel District'}]",https://api.at.govt.nz/v2/public/realtime/vehiclelocations,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,https://dev-portal.at.govt.nz/
